title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y7) Question 602",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 603",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,37,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 604",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 605",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 606",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,73,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 607",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 608",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 609",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,9,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 610",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 611",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 612",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,83,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 613",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 614",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 615",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,89,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 616",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 617",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 618",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,79,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 619",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 620",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 621",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,96,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 622",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 623",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 624",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,28,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 625",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 626",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 627",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,61,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 628",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 629",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 630",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,83,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 631",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 632",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 633",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,78,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 634",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 635",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 636",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,96,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 637",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 638",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 639",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,93,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 640",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 641",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 642",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,55,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 643",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 644",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 645",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,3,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 646",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 647",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 648",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,97,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 649",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 650",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 651",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,83,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 652",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
